YearForWkMon,WeekNoMon,CustomerForPlan1,Zone Manager,Forecast_PlanningUnit_Chicken_BB,Forecast_PlanningUnit_Chicken_Other,Forecast_PlanningUnit_Chicken_Thighs,Forecast_PlanningUnit_Chicken_Whole,Forecast_PlanningUnit_Chicken_Wings,Forecast_PlanningUnit_Pork_Belly,Forecast_PlanningUnit_Pork_Ground,Forecast_PlanningUnit_Pork_Hip,Forecast_PlanningUnit_Pork_Neck,Forecast_PlanningUnit_Pork_Rib,Forecast_PlanningUnit_Pork_Shoulder,Forecast_PlanningUnit_Pork_Sirloin,Forecast_PlanningUnit_Pork_Whole,Forecast_BaseUnit_Chicken_BB,Forecast_BaseUnit_Chicken_Other,Forecast_BaseUnit_Chicken_Thighs,Forecast_BaseUnit_Chicken_Whole,Forecast_BaseUnit_Chicken_Wings,Forecast_BaseUnit_Pork_Belly,Forecast_BaseUnit_Pork_Ground,Forecast_BaseUnit_Pork_Hip,Forecast_BaseUnit_Pork_Neck,Forecast_BaseUnit_Pork_Rib,Forecast_BaseUnit_Pork_Shoulder,Forecast_BaseUnit_Pork_Sirloin,Forecast_BaseUnit_Pork_Whole,Order_PlanningUnit_Chicken_BB,Order_PlanningUnit_Chicken_Other,Order_PlanningUnit_Chicken_Thighs,Order_PlanningUnit_Chicken_Whole,Order_PlanningUnit_Chicken_Wings,Order_PlanningUnit_Pork_Belly,Order_PlanningUnit_Pork_Ground,Order_PlanningUnit_Pork_Hip,Order_PlanningUnit_Pork_Neck,Order_PlanningUnit_Pork_Rib,Order_PlanningUnit_Pork_Shoulder,Order_PlanningUnit_Pork_Sirloin,Order_PlanningUnit_Pork_Whole,Order_BaseUnit_Chicken_BB,Order_BaseUnit_Chicken_Other,Order_BaseUnit_Chicken_Thighs,Order_BaseUnit_Chicken_Whole,Order_BaseUnit_Chicken_Wings,Order_BaseUnit_Pork_Belly,Order_BaseUnit_Pork_Ground,Order_BaseUnit_Pork_Hip,Order_BaseUnit_Pork_Neck,Order_BaseUnit_Pork_Rib,Order_BaseUnit_Pork_Shoulder,Order_BaseUnit_Pork_Sirloin,Order_BaseUnit_Pork_Whole,Weigth_KG_Chicken_BB,Weigth_KG_Chicken_Other,Weigth_KG_Chicken_Thighs,Weigth_KG_Chicken_Whole,Weigth_KG_Chicken_Wings,Weigth_KG_Pork_Belly,Weigth_KG_Pork_Ground,Weigth_KG_Pork_Hip,Weigth_KG_Pork_Neck,Weigth_KG_Pork_Rib,Weigth_KG_Pork_Shoulder,Weigth_KG_Pork_Sirloin,Weigth_KG_Pork_Whole,Quantity_Chicken_BB,Quantity_Chicken_Other,Quantity_Chicken_Thighs,Quantity_Chicken_Whole,Quantity_Chicken_Wings,Quantity_Pork_Belly,Quantity_Pork_Ground,Quantity_Pork_Hip,Quantity_Pork_Neck,Quantity_Pork_Rib,Quantity_Pork_Shoulder,Quantity_Pork_Sirloin,Quantity_Pork_Whole,Price_KG_Chicken_BB,Price_KG_Chicken_Other,Price_KG_Chicken_Thighs,Price_KG_Chicken_Whole,Price_KG_Chicken_Wings,Price_KG_Pork_Belly,Price_KG_Pork_Ground,Price_KG_Pork_Hip,Price_KG_Pork_Neck,Price_KG_Pork_Rib,Price_KG_Pork_Shoulder,Price_KG_Pork_Sirloin,Price_KG_Pork_Whole
2023,26,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,142569,689,81960,8779,8523,50727,13250,26865,4915,13539,16205,17733,1000,142569,5001,81960,34151,8523,50727,13250,26865,4915,13539,16205,17733,87470,128754,328.2,79816,10884.7419,10993,62454,14557,34469,5637,15662,18554,20544,958.15145,128754,2872.2,79816,43489.1,10993,62454,14557,34469,5637,15662,18554,20544,92525,263558,5346.45,162513,67526.85,19752,120528.98,27082.15,61393.88,9274.13,29300.01,33786.72,35875.21,142887.72,53818,891,33516,19164,6165,120768.98,25888.15,61393.88,9544.13,29300.01,33786.72,35987.71,28009.9,64.725599,60.78142319,77.36304788,61.02273199,95.97213143,136.5013017,112.8174835,112.0066378,151.4182969,112.9694116,108.5946384,116.6022423,85.4168606
2023,27,CPFT BKK,BKK,134268,0,70021,14556.76,17710,27308.1,9742,13395,16950,10943,5038,13816.48,4710,134268,0,70021,28020.52,17710,27308.1,9742,13395,16950,10943,5038,13816.48,562409.9983,58888,0,68223,13711.8185,9293,23778.1,9797.5,22072,22062.1,13472,13493.5,11849.6,5106.6431,58888,0,68223,27524.1,9293,23778.1,9797.5,22072,22062.1,13472,13493.5,11849.6,677245,107295,0,101482,43751.3,21012,35083.54,8922.22,30021.15,34044.25,15076.17,12673.3,17616.45,880344.44,27391,0,36380,16867,15862,37693.64,6773.22,30027.15,35108.65,14040.17,12727.3,18407.45,8485.9178,68.67502605,0,79.40875101,60.59477593,81.22189606,147.5327228,113.4751777,95.115836,148.9979876,105.0417447,80.78951023,115.4673223,77.32738875
2023,27,CPFT ภาคเหนือบน,UPPER NORTH,53080,1354,29234,7896,14558,23578,2482,19716,4038,5315,9685,3308,2663,53080,2948.7,29234,53898,14558,23578,2482,19716,4038,5315,9685,3308,279150,47909,1083.458,34028,10892.7367,11519,17816,3205,24062,5007,5166,13879,3811,2791.65315,47909,2513.55,34028,69523.5,11519,17816,3205,24062,5007,5166,13879,3811,292730,81939,3373.76,67217,110488.43,20326,24991.36,4432.64,36844.95,8390.1,8225.48,20049.33,6597.82,460186,23000,2554,16295,17839,5615,26012.76,2566.97,36844.95,8825.6,8225.48,20049.33,6694.22,28480,66.06457157,75.51178803,74.78385245,59.91244287,86.98007626,157.5280477,119.1937333,106.4873384,149.8754175,127.212604,102.1400955,118.2201288,89.4589006
2023,27,CPFT ภาคเหนือล่าง,LOWER NORTH,44621,163,25709,8068,3433,12788,1929,13776,2581,4257,9306,5139,1767,44621,1099,25709,62004.5,3433,12788,1929,13776,2581,4257,9306,5139,196199.9993,21422,447.2,20258,8294.2023,4626,12025,2288,21177,2447,4477,11978,5781,1822.6377,21422,2311.2,20258,61748.5,4626,12025,2288,21177,2447,4477,11978,5781,209855,49772,2795.95,48933,107822.22,8256,21329.89,4135.62,34394.9,4252.52,8312.57,20537.81,9783.83,335671.02,12982,486,14071,15601.9333,3448,22119.89,3287.4,34394.9,4712.52,7738.03,20537.81,9913.83,3625,66.51630937,63.20671328,75.60745427,52.61662559,90.60262112,170.9485759,113.0179804,98.66188243,154.955885,140.8610153,98.53458426,112.457648,81.81046007
2023,27,CPFT ภาคใต้,SOUTH,78452,0,9238,54491.5,3756,22281.2,8721,12767,5924,6275,8629,4873,2990,78452,0,9238,237303.8,3756,22281.2,8721,12767,5924,6275,8629,4873,261195,23107,0,10102,80302.4009,2859,22849,7449,17789,7784,7879,12233,5555,3740.1832,23107,0,10102,265310.45,2859,22849,7449,17789,7784,7879,12233,5555,324997,34253,0,16821,464249.92,6204,42238.72,14423,29305.42,22480.83,12847.16,24238.64,8575.92,477924.34,8893,0,3987,124396.4714,2478,43848.72,8313,29345.42,23245.83,12847.16,24238.64,9382.92,6662,67.74771494,0,71.97839605,54.87363569,82.6801499,163.7782298,113.4290633,107.1872493,132.0646413,145.2368142,105.4790046,127.4956588,88.57811402
2023,27,CPFT ภาคกลาง ตะวันตก,WEST,71388,895,68877,12762,10147,16094,7726,11659,3356,7204,4727,9593,1582.090909,71388,8055,68877,27042.6,10147,16094,7726,11659,3356,7204,4727,9593,177850.9091,43501,838,51933,11028.0544,6487,16592,8353,19788,3783,8121,9100,10465,1977.3878,43501,7438.3,51933,23147.8,6487,16592,8353,19788,3783,8121,9100,10465,222395,91791,12172.4,95049,34831.3,11762,31138.49,19530.24,34420.11,8193.69,18230.01,16005.76,15605.08,350723.33,18546,1687,29919,14026,5050,32769.99,18658.24,34420.11,9060.19,17922.01,16005.76,15728.08,43121.76,64.52156268,59.96428888,73.34981452,59.79881428,83.36100748,167.9305593,111.1158747,103.1667653,156.3028806,126.6000496,98.07868292,118.1849314,83.5254866
2023,27,CPFT ภาคตะวันออก,EAST,47836,0,51190,11495,7233,18927.5,9665,13474,4362.29,8334,7915,6766,3289,47836,0,51190,61962.1,7233,18927.5,9665,13474,4362.29,8334,7915,6766,366514.9847,37978,0,42921,11635.8873,6510,15069,7119,14623,3607.5,7871.5,7756.6,5368,3096.6299,37978,0,42921,66744.65,6510,15069,7119,14623,3607.5,7871.5,7756.6,5368,350997.4,80069,0,85482,115912.3,11831,27174.21,12523.43,26803.53,5665.74,12792.42,14360.01,11659.73,563809.34,16282,0,18058,20243,2529,28294.21,10747.43,26803.53,6449.74,12051.22,14360.01,11976.73,6047.2115,65.02658932,0,77.26660817,59.54488324,97.41417801,172.2692089,114.5556944,106.2773235,163.1934293,131.125289,107.4222943,117.6207039,82.81942754
2023,27,CPFT ภาคอีสานบน,UPPER NORTHEAST,32962,504,16924,7158,3054,25304,9281,21254,4417,11510,8415,11685,742.0909091,32962,2536,16924,37262.89,3054,25304,9281,21254,4417,11510,8415,11685,68825.90909,27281.25,252,17135,8156.7464,4891,28844,11432,26067,5000,16363,13317,15245,728.537,27289.25,268,17135,43493.87,4891,28844,11432,26067,5000,16363,13317,15245,67471.1,54547,475.832,34962,71697.7699,7742,54760.58,21051.18,47853.71,10057.26,26361.18,23433.03,28544.85,105124,11495,188,8762,14117.7257,3198,55185.58,21027.15,47853.71,10328.26,26361.18,23433.03,28599.85,1649.5,68.04943608,72.47856386,79.23991648,65.78030762,95.82841385,143.5349218,105.8263052,108.1666368,149.3711737,103.0026824,103.6151757,112.0491269,81.99122313
2023,27,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,128916,507,82250,15193,9011,58016,13100,28898,5307,13118,15135,19353,915,128916,3363,82250,64298.25,9011,58016,13100,28898,5307,13118,15135,19353,81030,126711,287,84720,12663.9404,9441,68941,15186,38132,6372,18098,25765,23998,1032.65945,126711,2583,84720,51480.7601,9441,68941,15186,38132,6372,18098,25765,23998,94670,249087,4533.65,163458,77168.72,20081,121734.91,28375.95,68949.37,10090.44,31382.07,42099,41143.57,148855.48,51039,611,35607,20954,6184,122009.91,26929.95,68949.37,10365.44,31382.07,42099,41208.57,25320.1,65.52951772,61.02964278,77.43968726,59.85717231,95.91079628,136.4817345,105.911006,106.6369791,147.1107989,111.2391694,101.8646422,110.1059908,83.30914965
2023,28,CPFT BKK,BKK,112859,0,65669,17049,16447,20166.8,11436,13939,17806,11738,5945,11317.6,4068,112859,0,65669,34476.9,16447,20166.8,11436,13939,17806,11738,5945,11317.6,484049.9988,53760,0,42346,12971.4447,7249,36489.7,9178.5,20827,24163.28,11822,12847,15349.6,4379.3336,53760,0,42346,27784.3,7249,36489.7,9178.5,20827,24163.28,11822,12847,15349.6,577365,99989,0,87370,46256.6,15868,48068.96,9381.11,35989.08,37794.14,14815.9,15518.14,19948.85,933516.53,26250,0,32568,17159,11292,50783.76,7047.11,35998.08,39436.04,13791.9,15572.89,21440.85,9008.4886,68.91042595,0,79.63574339,59.99182149,82.46204815,137.47885,108.0141689,90.1761237,141.0574348,105.5189884,75.93228441,110.2008266,74.72249071
2023,28,CPFT ภาคเหนือบน,UPPER NORTH,40837,1111,27783,8234,6423,16087,2374,20615,4235,4382,11893,3532,2670,40837,2601.65,27783,53774,6423,16087,2374,20615,4235,4382,11893,3532,280865,37225,999.064,29348,8340.1454,8036,15093.6,3053,23508,4934,5311,13161,4354.6,2632.4738,37225,2473.25,29348,59517.5,8036,15093.6,3053,23508,4934,5311,13161,4354.6,281120,83251,3030.34,62767,110560.88,19239,25648.79,4634.74,37552.91,8988.61,8784.2,21639.3,7528.9,449439.08,23580,2036,17339,17322,5750,27020.19,2719.54,37552.91,9633.61,8784.2,21639.3,7626.3,25320,66.30715523,70.75130843,75.22856692,59.58081954,87.68805187,157.1090281,117.1353237,103.0587952,147.310434,123.9280447,99.09536399,114.0573019,87.60679823
2023,28,CPFT ภาคเหนือล่าง,LOWER NORTH,29248,129,34739,9248,4468,13186,2064,16462,2618,4450,9476,5277,1767,29248,1049,34739,71527,4468,13186,2064,16462,2618,4450,9476,5277,195679.9992,19825,267.2,21677,6628.0041,6158,12790,2056.49,23917,2461,4594,14454,5687,1833.3808,19825,1507.2,21677,52106.8,6158,12790,2056.49,23917,2461,4594,14454,5687,211975,40794,2993.15,38889,96821.94,9419,23127.19,4181.53,42109.37,4383.2,8330.33,24573.79,10659.73,335296.89,9822,580,13335,13868,3235,24397.19,3140.53,42109.37,5043.2,7740.93,24573.79,10799.73,3654,66.33428029,63.96101098,75.50419965,53.70958524,91.78180699,169.5455609,106.9967883,94.40549099,151.2018229,139.7356887,94.02660558,108.4977612,79.55283066
2023,28,CPFT ภาคใต้,SOUTH,15586,0,6269,47173.5,2129,19593,8625,14315,6303,6140,10864,4361,2265,15586,0,6269,211700.5,2129,19593,8625,14315,6303,6140,10864,4361,201295,14542,0,4428,55790.9468,1037,26888,7461,17742,6185,7368.5,11415,5357.5,3165.8699,14542,0,4428,232895.65,1037,26888,7461,17742,6185,7368.5,11415,5357.5,280180,34698,0,13750,446043.81,3829,43268.22,14642,32218.31,12100.09,13387.64,21627.89,9554.41,488616.11,9156,0,3356,103087.4714,1409,44873.22,8798,32288.31,12911.09,13387.64,21627.89,10488.41,6909,67.53844977,0,73.25195927,53.45191303,84.82172891,161.6703091,108.4047261,104.6193162,142.1993721,143.0956061,101.8781874,123.4381359,86.17401993
2023,28,CPFT ภาคกลาง ตะวันตก,WEST,61057,874,58794,12658,6813,17076,7918,12743,3679,7448,4890,10062,1372,61057,7866,58794,24370.7,6813,17076,7918,12743,3679,7448,4890,10062,152055,28203,817,27620,10925.8533,2370,15748,7932,14811,2971,8500,5200,8065,1712.96865,28203,7353,27620,24328.7,2370,15748,7932,14811,2971,8500,5200,8065,191485,72067,11490.7,75136,39858.7,8814,33107.92,19504.66,35900.66,8804,19577.98,17262.61,16347.64,356349.59,14597,1655,25650,16856,3890,35032.42,18740.66,35900.66,9758,19249.98,17262.61,16463.64,41526.54,65.30541704,59.96431549,73.61831918,58.57281321,84.08956433,161.6181793,105.8634916,99.22929857,153.3296025,120.4263627,94.54907862,113.5584513,80.67414594
2023,28,CPFT ภาคตะวันออก,EAST,44125,0,50769,11408,8254,13463,7730,13210,2934,7432,7830,5830,2993,44125,0,50769,66833,8254,13463,7730,13210,2934,7432,7830,5830,334424.9909,32698,0,39528,13341.7528,6600,14432,7467.5,14161,4411.8,7531.6,6499.7,5561,2950.2907,32698,0,39528,60755.35,6600,14432,7467.5,14161,4411.8,7531.6,6499.7,5561,332630.9,70569,0,79933,108602.33,11600,28257.1,12072.87,28472.99,6456.7,12704.92,13955.21,12248.62,572103.68,14337,0,17501,21559.73,2448,29603.1,10460.87,28402.99,7260.7,12020.12,13955.21,12399.62,6153.5661,64.86014057,0,77.07935496,59.01324493,97.29097931,169.5386289,107.4203416,100.477627,151.3712206,128.717633,101.902822,111.8545624,80.16292898
2023,28,CPFT ภาคอีสานบน,UPPER NORTHEAST,26466,225,15819,8161,3542,27860,9545,20126,4607,12055,9035,12243,618,26466,825,15819,40943.31,3542,27860,9545,20126,4607,12055,9035,12243,54540,24262,252,13960,8480.3002,3402,24132,11019,24499,5021,12847,12573,14236,679.0118,24262,2268,13960,46278.6,3402,24132,11019,24499,5021,12847,12573,14236,66541.95,51194,2024.4,30619,77482.8591,8162,51563.63,21708.46,50289.42,10434.4,27251.3,26253.23,30349.16,110808.16,10909,436,7681,15400.7842,3852,51878.63,21686.43,50289.42,10628.4,27251.3,26253.23,30374.16,1402,67.96709048,63.69927386,79.4348901,63.96832354,94.78607449,145.196096,99.3118738,103.9300356,141.4915625,100.6556696,99.28207691,107.5820537,78.67670747
2023,28,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,119194,483,79137,10645,9038,50175,13935,31180,5567,13453,17540,19708,910,119194,3067,79137,43140.95,9038,50175,13935,31180,5567,13453,17540,19708,79550,108681,339.5,72411,12667.8061,9322,64775,14654,35242,5255,16755,24229,22143,996.568,108681,3055.5,72411,49430.9,9322,64775,14654,35242,5255,16755,24229,22143,95400,233197,4653.85,156023,82256.16,18350,123831.46,28302.83,68958.66,9922.1,32129.13,47730.17,43159.55,153558.6,48095,622,34180,22289,4432,124106.46,26728.83,68958.66,10202.1,32129.13,47730.17,43289.55,23756.9,65.57117562,61.08211051,77.31860745,59.21802987,97.67804741,135.2809977,98.98322924,102.1509104,141.4125951,108.4253041,97.179617,105.581529,79.82178126
2023,29,CPFT BKK,BKK,90558,0,162484,16758,13507,23144.5,12424,17523,21612,13927,8166,11348.6,4738,90558,0,162484,30471.95,13507,23144.5,12424,17523,21612,13927,8166,11348.6,565394.9984,51307,0,36657,14649.8925,3101,42354.1,9288,12914,25206.6,11595,6661.5,16331.6,4279.3103,51307,0,36657,31414.1,3101,42354.1,9288,12914,25206.6,11595,6661.5,16331.6,563020,92869,0,64393,49800.6,9577,58792.24,8934.02,26649.74,36688.53,14322.56,9157.31,20522.63,839122.79,25721,0,22476,17959,5457,61550.64,6701.02,26655.74,38544.93,12842.56,9220.31,21387.83,8245.4125,68.95721759,0,79.76292936,58.72825187,86.32793986,136.665532,106.7329623,98.97441739,144.7669212,108.4985303,90.39836699,109.0077456,74.18534117
2023,29,CPFT ภาคเหนือบน,UPPER NORTH,30904,710,22714,10456,6361,18041,3185,24743,5142,5070,13699,4074,2151,30904,1959.1,22714,60557.47,6361,18041,3185,24743,5142,5070,13699,4074,217350,29828,1465.46,18480,10020.1466,6682,17532,2378,21602,6409,4560,11549,4028,2630.27285,29828,3145.65,18480,64515,6682,17532,2378,21602,6409,4560,11549,4028,282775,65928,3882.26,46928,108717.21,14658,27049.97,4866.53,39432.52,10343.49,8513.8,21941.56,7801.8,440955.45,18632,2396,13042,17141,5037,28140.87,2898.4,39432.52,10933.49,8513.8,21941.56,7834.2,14164.4,66.67006992,72.27516447,76.17763382,58.69678287,90.82546596,148.8294013,116.0257247,102.9855878,135.2689711,122.626652,98.8208719,112.7283024,86.60345361
2023,29,CPFT ภาคเหนือล่าง,LOWER NORTH,19777,223,19336,9507,4641,12119,2252,19793,2463,4382,12461,5899,1838,19777,2007,19336,73572,4641,12119,2252,19793,2463,4382,12461,5899,202209.9991,16856,241,19473,8119.4464,6405,12534,1940,22910.3,2485,4229,13563.78,6180,1861.2089,16856,2009,19473,62434,6405,12534,1940,22910.3,2485,4229,13563.78,6180,216795,35752,2763.55,40617,100035.12,10371,24503.87,3955.54,44532.64,4483.17,8609.74,25948.63,11148.15,343461.56,9452,448,13247,14050,3823,25778.87,2871.49,44532.64,5108.17,7881.16,25948.63,11233.15,3690,66.62065731,61.65287402,73.12195952,53.25581656,91.03199209,164.1068864,104.5938153,94.25586738,147.0627346,136.8891674,93.61025457,105.617071,77.99867953
2023,29,CPFT ภาคใต้,SOUTH,16532,0,6587,50433,2021,19866,7239,16483,7152,7315,11221,5417,2645,16532,0,6587,243398.5,2021,19866,7239,16483,7152,7315,11221,5417,235820,11273,0,3567,59879.9061,1557,23901,8364,18757,7408,8373,14282,6765,3130.2488,11273,0,3567,226802.5,1557,23901,8364,18757,7408,8373,14282,6765,277520,24942,0,7509,408199.88,2234,44317.5,15573,33373.83,12193.68,14022.94,23678.67,10601.11,445932.37,6720,0,2001,83598,1108,45657.5,9790,33413.83,12948.68,14022.94,23678.67,11727.11,6294,67.95431401,0,76.61251032,51.49978324,90.06512981,153.2993242,105.2804103,102.547787,137.5671676,141.8982253,100.0042997,117.800786,84.52379355
2023,29,CPFT ภาคกลาง ตะวันตก,WEST,51673,860,50424,13374,7017,17998,9203,15726,3817,8017,5406,11526,1545,51673,7740,50424,26553.8,7017,17998,9203,15726,3817,8017,5406,11526,172515,24651,814,25773,8940.121,2381,14166,8225,13915,5416,8375,6480,7832,1604.8182,24651,7326,25773,24464.4,2381,14166,8225,13915,5416,8375,6480,7832,179360,53597,11179.4,53216,41277.54,4938,31452.16,19360.59,29777.87,10538.48,20444.66,14836.99,16165.08,321859.77,10843,1631,20956,15037,2224,33284.66,18678.59,29777.87,11563.48,20044.66,14836.99,16259.08,36011.38,65.89914212,59.94888008,73.8256126,58.6863614,87.82447347,159.4171065,104.2255386,102.7632809,147.2020168,118.313721,99.55139149,112.1673496,79.35096492
2023,29,CPFT ภาคตะวันออก,EAST,39676,0,42969,11385,6614,15218.5,7075,16192,3758,8126,8135,6158,3278,39676,0,42969,65156.3,6614,15218.5,7075,16192,3758,8126,8135,6158,366374.9926,29426,0,29950,11114.3957,6361,17110,8063,13816,5378.5,7618.4,6233.8,6623,3013.6599,29426,0,29950,63169.05,6361,17110,8063,13816,5378.5,7618.4,6233.8,6623,338514.1,62043,0,67595,103778.23,11976,29338.34,12831.94,27660.09,7090.42,12919.97,12906.7,13062.17,564642.16,12705,0,14593,20805.73,2600,30597.34,11177.94,27590.09,7751.42,12325.67,12906.7,13261.17,6068.8398,64.86062811,0,76.62198905,58.76131719,97.091083,163.1354743,103.3581126,98.76532144,137.0165336,125.7231456,100.2569572,109.1822385,79.8668146
2023,29,CPFT ภาคอีสานบน,UPPER NORTHEAST,26556,2,15858,7910,4169,25475,10412,24939,5237,14250,12590,14589,681,26556,18,15858,42179.18,4169,25475,10412,24939,5237,14250,12590,14589,60295,21824,433,13575,10029.7133,3273,37349.95,10419,22179.95,6295,13281,11693,13989,610.08845,21824,1497,13575,50792.88,3273,37349.95,10419,22179.95,6295,13281,11693,13989,56726.5,45811,1991.596,27007,85000.9191,6328,61563.82,20884.18,46944.66,11519.13,23913.51,25392.66,28762,100863.62,9706,452,6209,17396.7842,2465,61843.82,20882.18,46944.66,11722.13,23913.51,25392.66,28792,1325.8,67.56667525,64.31341999,78.7812867,61.66891753,96.56828698,137.508312,97.81262851,102.8654226,134.4876575,101.9848684,97.87579285,105.3432553,77.5882917
2023,29,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,114220,447,83828,12280,9237,53029,13665,34465,6040,16699,23390,22149,985,114220,2823,83828,50097.35,9237,53029,13665,34465,6040,16699,23390,22149,85395,110693,350,71331,10064.9214,9076,86525,15196,36191,6818,19322,26429,24629.5,1002.00175,110693,3150,71331,42290.5002,9076,86525,15196,36191,6818,19322,26429,24629.5,93125,216981,4763.3,142824,77169.27,17841,145022.39,28624.43,68182.36,10501.86,33420.12,49461.14,43929.87,152965.32,44628,679,30009,20582,4482,145342.39,26998.43,68182.36,10751.86,33420.12,49461.14,44059.87,19613,65.3140304,60.9993261,76.62491521,59.26259222,97.38044112,129.771857,97.51116057,100.7297374,133.6693405,106.1942438,95.25824112,103.2165372,77.7095792
2023,30,CPFT BKK,BKK,72283,0,45528,11992,7146,25350.1,11295,16234,22537,11010,8082,11774.6,4243,72283,0,45528,23941.4,7146,25350.1,11295,16234,22537,11010,8082,11774.6,505799.9978,45467,0,35131,12241.6636,4842,42941.6,9535,15541,24829.14,12439,6505.5,14467,4570.9354,45467,0,35131,26093.6,4842,42941.6,9535,15541,24829.14,12439,6505.5,14467,602680.9,84972,0,57543,47845.7,7221,63900.75,9231.28,23114.06,39369.41,15136.04,6096.18,19336.17,855856.94,25183,0,21317,16711,3639,66463.25,6686.28,23120.06,41136.31,13848.04,6171.18,19646.87,8870.2083,68.79953797,0,78.23888483,58.97149901,88.01180861,137.2046979,105.661763,104.8435627,141.5503715,102.9657427,102.1662008,110.194267,74.29324467
2023,30,CPFT ภาคเหนือบน,UPPER NORTH,25692,701,21529,8450,6155,15221,3145,22904,5084,5113,14185,4452,2612,25692,2028.3,21529,52201,6155,15221,3145,22904,5084,5113,14185,4452,271480,32116,1427.3326,21649,10735.7105,5471,33078.2,3220,24446.6,13635,6408.8,15057,5057,3121.07535,32116,2983.7,21649,79734,5471,33078.2,3220,24446.6,13635,6408.8,15057,5057,342310,60207,4675.34,37997,116433.15,11804,41546.16,5005.68,39739.34,15405.01,9493.1192,22939.59,7804.88,491458.28,16265,2762,9581,17665,3830,42482.06,2883.81,39739.34,15825.01,9493.1192,22939.59,7831.28,15339.4,66.11170711,76.43513627,75.39928152,56.82785006,92.61995934,134.4679193,111.8478928,103.2940864,119.0491327,116.6675838,99.43083159,110.2879455,85.71722385
2023,30,CPFT ภาคเหนือล่าง,LOWER NORTH,15790,135,16678,7048,4064,12546,2047,22414,2564,4573,11531,6152,1829,15790,1215,16678,54856.3,4064,12546,2047,22414,2564,4573,11531,6152,201409.9991,17053,410.2,32409,8778,7933,17388,1965,23988.68,3534,4932,15149,7120,1960.4861,17053,1978.2,32409,64209,7933,17388,1965,23988.68,3534,4932,15149,7120,228695,32979,3186.95,50207,105619.06,12073,29313.18,3850.73,44012.95,5371.31,8779.19,25125.17,12515.89,358166.1,7749,542,15573,15351,4609,30318.18,2795.15,44012.95,5886.31,7929.87,25125.17,12665.89,3822,65.25925559,62.03417688,70.97807497,51.84413467,90.60694691,155.5726677,103.6524633,95.45713046,142.0482024,133.0417168,94.79246429,104.8040595,76.95271766
2023,30,CPFT ภาคใต้,SOUTH,11192,0,2999,47363,1389,19830,6502,15872,5652,6245,9985,4865,2106,11192,0,2999,215337.9,1389,19830,6502,15872,5652,6245,9985,4865,184070,22221,0,3737,79704.0992,1031,29744,8639,19366,8844,7467,13129,6200,3587.417,22221,0,3737,258139,1031,29744,8639,19366,8844,7467,13129,6200,331755,32504,0,6863,422648.4,2228,45279.9,16684,33748.23,13996.84,14085.26,24848.73,11146.08,489661.82,11062,0,1867,106912,1168,46884.9,10521,33778.23,14816.84,14085.26,24848.73,12052.08,6685,65.64537903,0,74.72628588,50.6421876,89.23945242,148.6506514,105.202928,101.0202055,135.7959847,140.8819752,99.49436088,116.3147654,83.31801656
2023,30,CPFT ภาคกลาง ตะวันตก,WEST,48970,873,26761,10345,3142,14330,7958,14050,3262,7251,5156,9013,1471,48970,7857,26761,21027.4,3142,14330,7958,14050,3262,7251,5156,9013,163250,24747,791,33018,7971.7494,3150,22947,8404,15144,5295,9621,5203,12157,1759.58285,24642,7119,33018,21981.05,3150,22947,8404,15144,5295,9621,5203,12157,197455,49908,11403.4,59665,39813.8,5681,35245.62,19919.56,28529.79,13104.92,19144.93,15688.51,14860.01,324821.68,10339,1605,29897,10772,3029,37088.62,19187.56,28529.79,14168.92,18808.93,15688.51,14961.01,32505.38,65.42975976,59.93241577,70.43946736,59.75883839,86.16166168,154.3269507,104.8251417,103.5212997,140.1507007,121.1128596,100.8288945,110.8184867,78.82975046
2023,30,CPFT ภาคตะวันออก,EAST,30810,0,38941,9342,6520,13975.5,7300,15451,4420,6817,7470,5825,2864,30810,0,38941,51856.1,6520,13975.5,7300,15451,4420,6817,7470,5825,318974.9934,26775,0,28569,12951.4446,6023,26040.5,8582,15017,5636.7,7586.2,8073,7398,3008.7159,26775,0,28569,83254.2,6023,26040.5,8582,15017,5636.7,7586.2,8073,7398,344270,55913,0,57160,121933.55,11410,38781.75,13092,27861.4,8827.53,12701.61,13187.02,13247.17,572106.55,11470,0,11906,20570,2442,40131.75,11130,27861.4,9607.53,12141.01,13187.02,13368.17,6125.1654,64.30110261,0,75.32895609,58.87074812,97.1737695,151.7109855,101.4530332,99.71377031,131.9446686,126.7489429,101.3414623,109.0560256,79.71858438
