YearForWkMon,WeekNoMon,CustomerForPlan1,Zone Manager,Forecast_PlanningUnit_Chicken_BB,Forecast_PlanningUnit_Chicken_Other,Forecast_PlanningUnit_Chicken_Thighs,Forecast_PlanningUnit_Chicken_Whole,Forecast_PlanningUnit_Chicken_Wings,Forecast_PlanningUnit_Pork_Belly,Forecast_PlanningUnit_Pork_Ground,Forecast_PlanningUnit_Pork_Hip,Forecast_PlanningUnit_Pork_Neck,Forecast_PlanningUnit_Pork_Rib,Forecast_PlanningUnit_Pork_Shoulder,Forecast_PlanningUnit_Pork_Sirloin,Forecast_PlanningUnit_Pork_Whole,Forecast_BaseUnit_Chicken_BB,Forecast_BaseUnit_Chicken_Other,Forecast_BaseUnit_Chicken_Thighs,Forecast_BaseUnit_Chicken_Whole,Forecast_BaseUnit_Chicken_Wings,Forecast_BaseUnit_Pork_Belly,Forecast_BaseUnit_Pork_Ground,Forecast_BaseUnit_Pork_Hip,Forecast_BaseUnit_Pork_Neck,Forecast_BaseUnit_Pork_Rib,Forecast_BaseUnit_Pork_Shoulder,Forecast_BaseUnit_Pork_Sirloin,Forecast_BaseUnit_Pork_Whole,Order_PlanningUnit_Chicken_BB,Order_PlanningUnit_Chicken_Other,Order_PlanningUnit_Chicken_Thighs,Order_PlanningUnit_Chicken_Whole,Order_PlanningUnit_Chicken_Wings,Order_PlanningUnit_Pork_Belly,Order_PlanningUnit_Pork_Ground,Order_PlanningUnit_Pork_Hip,Order_PlanningUnit_Pork_Neck,Order_PlanningUnit_Pork_Rib,Order_PlanningUnit_Pork_Shoulder,Order_PlanningUnit_Pork_Sirloin,Order_PlanningUnit_Pork_Whole,Order_BaseUnit_Chicken_BB,Order_BaseUnit_Chicken_Other,Order_BaseUnit_Chicken_Thighs,Order_BaseUnit_Chicken_Whole,Order_BaseUnit_Chicken_Wings,Order_BaseUnit_Pork_Belly,Order_BaseUnit_Pork_Ground,Order_BaseUnit_Pork_Hip,Order_BaseUnit_Pork_Neck,Order_BaseUnit_Pork_Rib,Order_BaseUnit_Pork_Shoulder,Order_BaseUnit_Pork_Sirloin,Order_BaseUnit_Pork_Whole,Weigth_KG_Chicken_BB,Weigth_KG_Chicken_Other,Weigth_KG_Chicken_Thighs,Weigth_KG_Chicken_Whole,Weigth_KG_Chicken_Wings,Weigth_KG_Pork_Belly,Weigth_KG_Pork_Ground,Weigth_KG_Pork_Hip,Weigth_KG_Pork_Neck,Weigth_KG_Pork_Rib,Weigth_KG_Pork_Shoulder,Weigth_KG_Pork_Sirloin,Weigth_KG_Pork_Whole,Quantity_Chicken_BB,Quantity_Chicken_Other,Quantity_Chicken_Thighs,Quantity_Chicken_Whole,Quantity_Chicken_Wings,Quantity_Pork_Belly,Quantity_Pork_Ground,Quantity_Pork_Hip,Quantity_Pork_Neck,Quantity_Pork_Rib,Quantity_Pork_Shoulder,Quantity_Pork_Sirloin,Quantity_Pork_Whole,Price_KG_Chicken_BB,Price_KG_Chicken_Other,Price_KG_Chicken_Thighs,Price_KG_Chicken_Whole,Price_KG_Chicken_Wings,Price_KG_Pork_Belly,Price_KG_Pork_Ground,Price_KG_Pork_Hip,Price_KG_Pork_Neck,Price_KG_Pork_Rib,Price_KG_Pork_Shoulder,Price_KG_Pork_Sirloin,Price_KG_Pork_Whole
2023,17,CPFT BKK,BKK,257883,0,230031,12076,24067,20694,11149,15756,9769,17004,6451,13122,4677,257883,0,230031,31135.2,24067,20694,11149,15756,9769,17004,6451,13122,531329.9984,214161,0,65635,15059.3017,17112,15878.5,8612.75,12939,7518,15234,6832,8600,3762.5953,214161,0,65635,32900.35,17112,15878.5,8612.75,12939,7518,15234,6832,8600,458424.87,194051,0,50929,30702.3,12914,11588.43,4396.43,9986.53,6022.81,6138.59,3772.42,6979.13,368329.54,72874,0,13372,11364,8672,12605.43,3250.43,9989.53,6865.31,5682.59,3814.42,7064.13,3561,63.8884503,0,74.85115632,55.3502223,78.54188168,189.48643,127.1669013,123.0851657,197.2378391,118.3073703,119.8915444,143.7222734,89.05147114
2023,17,CPFT ภาคเหนือบน,UPPER NORTH,25161,2504,17985,13366,2876,16071,2610,18410,5858,8316,9398,3670,2676,61373,4849.95,36573,97981.91,7088,16071,2610,18410,5858,8316,9398,3670,293430,32547,2666.6173,18798.8,8871.0228,8105,12551,2532,17420,2831,6068,7830,4088,2619.8758,60975,4739.28,39898,66971.28,12029,12551,2532,17420,2831,6068,7830,4088,277017,60835,3169.64,36271,57641.85,11708,9857.77,2391.2,15744.95,2649.97,4174.29,7130.82,3631.16,223587.35,19805,2627,11068,8164,4424,10252.77,1432.28,15744.95,2744.97,4174.29,7130.82,3631.16,5505.5,62.4872238,92.09761361,69.01383667,59.09833272,89.83226085,162.4973437,124.4948185,123.0788596,172.4368087,129.9104039,119.8855349,135.3767143,97.7420918
2023,17,CPFT ภาคเหนือล่าง,LOWER NORTH,35289,236,44977,15958,4775,18248,1860,12486,5114,8145,8866,8030,1808,42457,2124,54049,122846.1,6547,18248,1860,12486,5114,8145,8866,8030,205569.9986,37060,307,69239,11261.5972,6576,13236,2110,12658.16,2518,6893,9751.47,6362.01,1660.212,43160,1899,73923,86784.2,7968,13236,2110,12658.16,2518,6893,9751.47,6362.01,192425,41922,1289.65,61508,66708.34,7763,13125.75,2084.32,12161.13,2302.51,4335.02,9705.82,6205.72,155573.91,10062,259,16646,9333,2607,13430.75,1693.32,12161.13,2452.51,4106.19,9705.82,6265.72,1663,62.25514026,57.97145737,69.26772745,63.67258142,88.5450161,181.8609817,120.4630143,123.776927,177.2761942,141.9082011,118.6975392,130.3441535,92.36385773
2023,17,CPFT ภาคใต้,SOUTH,68980,0,2697,99909,2592,58373,9421,17759,33543,12540,8972,12180,3337,80456,0,10757,446052.5,4464,58373,9421,17759,33543,12540,8972,12180,272585,150958,0,3315,116673.66,674,17446,7555,13770,10222,12580,8078,7038,3553.9258,161174,0,11919,420700.65,2474,17446,7555,13770,10222,12580,8078,7038,269265,160194,0,10999,295911.08,2344,12767.46,7373,13172.97,9832.43,6830.62,7432.12,6020.48,216253.2,76380,0,2513,79268,530,13398.46,4513,13172.97,7318.81,6830.62,7432.12,6610.48,3059,62.50309213,0,73.81053732,57.21162901,92.24422782,190.1185576,121.7336973,123.5702283,153.4157741,156.7119925,121.8855078,145.0847706,97.08389171
2023,17,CPFT ภาคกลาง ตะวันตก,WEST,63821,171,112610,7292,8739,21477,11309,19637,7205,10701,6224,17814,10990,63821,1539,112610,34921.8,8739,21477,11309,19637,7205,10701,6224,17814,213360,65678,2154,66851,8101.9664,6976,12603.39,8903,14161.54,3361.55,6976.09,4782.03,9440.43,9606.57305,65678,9786,66851,30478.3,6976,12603.39,8903,14161.54,3361.55,6976.09,4782.03,9440.43,232290,67831,7649.4,61731,28680.3,6617,14436.04,11326.2,15594.48,4500.33,9106.12,6150.34,8172.67,192300.22,15347,2153,18063,8100,2535,15353.54,10520.2,15594.48,5156.73,8990.12,6150.34,8330.67,7301.29,62.13397827,50.02514446,69.50780094,58.9321468,82.26724346,192.9098305,121.7700985,121.1968556,179.9622828,130.1134885,121.1835833,138.1163855,94.54529766
2023,17,CPFT ภาคตะวันออก,EAST,52254,0,125733,13038,16463,16444,9313,11917,6018,10076,6690,7683,2417,52282,0,125817,88266.5,16467,16444,9313,11917,6018,10076,6690,7683,270719.988,65254,0,68399,16081.8596,19727,14323.5,10583,15138,4457.8,12672,7082.5,6506,3024.2275,65254,0,68399,101571.8,19727,14323.5,10583,15138,4457.8,12672,7082.5,6506,335595,62057,0,62329,78509,10297,11406.43,7696.81,14293.89,4130.04,7831.74,7090.06,6849.08,288507.93,12610,0,13121,13345,2477,12070.43,6188.81,14293.89,4674.04,7439.24,7090.06,6928.58,3076.6494,62.75007171,0,73.29656949,60.68272325,93.29628144,197.1289404,125.7029107,121.6781142,174.0828927,138.7505076,121.223338,141.4242818,93.33714702
2023,17,CPFT ภาคอีสานบน,UPPER NORTHEAST,37446,130,40245,19963,10330,18896,10130,32963,10422,15990,12180,17328,738,37494,170,40337,108435.99,10402,18896,10130,32963,10422,15990,12180,17328,67010,26189,204,28352,19607.3585,6252,18659,9753,27319,5316,15998,10539,12416,754.7496,26213,236,28368,96907.7,6264,18659,9753,27319,5316,15998,10539,12416,73885,25344,608.2,23353,55242.93,4369,19147.7,9505.47,27288.39,5531.85,12813.78,10891.85,12707.5,61454.02,5517,181,5270,12857,1247,19302.7,9487.26,27288.39,5686.85,12813.78,10891.85,12729,1687.82,65.85560093,66.7298586,76.70441656,71.22278073,96.83561227,172.5117837,118.9625111,125.9611131,166.6857399,119.5859621,123.3871032,137.5053866,94.09234953
2023,17,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,47602,499,83817,13738,11678,32939,15685,41840,15211,23700,24125,29538,1301,108670,4491,174997,68522,17070,32939,15685,41840,15211,23700,24125,29538,121995,70797.8,380.6667,64018,11359.4402,10623.2,39453,15582,31082,7206,18305.7,20523,18872,1217.08158,132697,3426,128562,48047.5,15140,39453,15582,31082,7206,18305.7,20523,18872,118751,117512,2702.1,102211,30010.11,13539,37380.42,14941.59,29697.46,6651.63,13887.95,20056.92,18090.25,94769.54,24469,395,21248,8423,3297,37560.42,13823.59,29697.46,6751.63,13887.95,20056.92,18131.25,8600.798,62.63249881,58.09047037,73.30577589,67.29925748,95.97954945,165.7751331,118.1010421,126.0685156,163.9580599,125.2540987,122.012315,137.7823413,94.26381705
2023,18,CPFT BKK,BKK,230370,0,158053,9412,29545,23147,11243,15271,9806,17779,6810,13766,3945,230370,0,158053,17020.1,29545,23147,11243,15271,9806,17779,6810,13766,469155,66276,0,42246,15888.6535,11997,15116,7331,12816,9323.5,12097,6075.5,6780.8,3771.9404,66276,0,42246,33567.1,11997,15116,7331,12816,9323.5,12097,6075.5,6780.8,454015,253414,0,80298,57489.7,22295,21826.86,7901.47,20624.39,13449,11670.29,7047.96,12756.09,738797.6,89214,0,22044,21663,14203,24034.36,6210.47,20630.39,15011.5,10862.29,7107.96,12991.29,7136.8633,64.92231116,0,77.32201425,54.92995667,80.19863063,187.3124036,128.0262344,117.7420986,191.4682214,120.1558085,111.3252402,142.8675801,86.83634936
2023,18,CPFT ภาคเหนือบน,UPPER NORTH,48694,1755,37190,9583,8968,16084,2650,16365,4052,7470,7618,4013,2639,48694,2614.95,37190,73511.5,8968,16084,2650,16365,4052,7470,7618,4013,285305,30806,2146.5971,31230,9375.3518,12376,13116,2815,18546.01,3208,5398,9177,3812,2790.9842,30806,4121.55,31230,74698.58,12376,13116,2815,18546.01,3208,5398,9177,3812,297550,91502,5821.44,66760,114723.04,24003,20730.26,4886.34,31390.92,5519.03,8666.16,15596.82,7203.9,464903.56,26936,4660,18972,16090,9166,21350.26,2924.87,31390.92,5739.03,8666.16,15596.82,7203.9,11189.4,63.01395827,89.31542196,70.51555632,59.15937226,90.68774278,158.37718,124.1441447,120.6145838,170.1408255,130.6687599,116.7732999,132.7130068,95.95296029
2023,18,CPFT ภาคเหนือล่าง,LOWER NORTH,43420,195,66452,13549,8712,12444,1780,11070,2988,6725,7740,5715,1526,43420,1755,66452,106508.5,8712,12444,1780,11070,2988,6725,7740,5715,170094.999,26534,205,34082,6824.3393,5035,13509.95,1779,11903.2,2029,5349,8780.81,4915,1511.9099,26534,1365,34082,48341.9,5035,13509.95,1779,11903.2,2029,5349,8780.81,4915,173870,67409,2347.25,91498,109293.38,12808,26380.29,3860.35,23573.61,4206.93,8899.17,18373.99,10916.26,295421.61,15451,433,23800,15743,4400,27030.29,3016.67,23573.61,4536.93,8355.25,18373.99,11031.26,3175,63.17961771,57.891784,71.41566734,65.15672084,89.09169347,177.2174438,119.0984393,121.5882141,175.5388181,142.9142729,117.4566934,128.7647665,90.82424908
2023,18,CPFT ภาคใต้,SOUTH,157121,0,10365,69207,4195,29392,8770,15165,13181,15254,8359,11244,3179.9996,157121,0,10365,340826.5,4195,29392,8770,15165,13181,15254,8359,11244,278689.952,12310,51,7242,115075.2767,2056,19503,6441,10304,6819,8739,7231,4415,2976.6597,12310,51,7242,418195.9,2056,19503,6441,10304,6819,8739,7231,4415,263600,171301,47.75,16918,567393.07,4049,31465.48,13714,22859.13,16375.99,13888.21,14228.42,9873.99,430475.13,79403,30,4010,157943,1291,32921.48,8230,22869.13,14187.37,13888.21,14228.42,10748.99,6019,62.97549413,84.25005236,76.64861863,58.0930987,91.15028649,181.9796529,122.5999526,122.9621954,154.795147,157.7020106,120.7329837,144.4743057,96.23141172
2023,18,CPFT ภาคกลาง ตะวันตก,WEST,83007,1003,98094,6267,12163,19314,10491,14690,5039,9082,5695,14252,1773.354,83007,9027,98094,27107.9,12163,19314,10491,14690,5039,9082,5695,14252,197247.684,40339,1314,49850,11765.7608,5713,12649.78,7826,14560.28,3904.98,6661.71,5695.51,7270.96,1653.41355,40339,10509.1,49850,32839.2,5713,12649.78,7826,14560.28,3904.98,6661.71,5695.51,7270.96,184300,107968,15843.8,103628,59766,11532,29349.63,21353.37,31787.92,8868.25,18133.51,13116.55,15838.06,351755.2,23588,3465,30094,19977,4582,31140.63,19779.37,31787.92,10033.65,17953.51,13116.55,16036.06,15447.23,62.99439028,49.80631856,70.64552843,57.16426028,82.41258672,188.0587469,119.7173125,118.3799871,175.4665261,129.6207309,117.6414278,136.9586502,93.08546594
2023,18,CPFT ภาคตะวันออก,EAST,46028,0,100363,11354,17785,15980,11938,14705,5091,11559,7875,8794,2825,46028,0,100363,77863.4,17785,15980,11938,14705,5091,11559,7875,8794,314744.9938,37257,0,34812,15073.1572,13998,18148,9447,12943.23,4030.1,11195.2,6429.6,5361,2746.6096,37257,0,34812,88587,13998,18148,9447,12943.23,4030.1,11195.2,6429.6,5361,307922,99182,0,94538,146810.1,19267,28332.39,14665.32,25453.96,7792.37,14761.93,13136.54,12238.83,549330.57,20194,0,19718,25991,4355,29714.39,11795.32,25453.96,8718.37,14011.13,13146.54,12358.33,5864.0345,63.61958117,0,75.20268686,60.36601331,94.04827218,181.9850133,121.9547797,119.3003376,172.285827,138.9433848,119.1509751,140.6507223,91.36375766
2023,18,CPFT ภาคอีสานบน,UPPER NORTHEAST,34801,301,47378,17350,14352,20406,9130,23363,8192,15049,9617,14512,672,34801,2709,47378,95681.23,14352,20406,9130,23363,8192,15049,9617,14512,60440,19211,304,10717,10915.8488,4415,24754,8938,22828,5144,12491,8794,10997,698.0059,19211,336,10717,59162.47,4415,24754,8938,22828,5144,12491,8794,10997,67631,44482,1129.4,33452.72,103720.57,7847,44040.59,18458.76,50071.84,11068.63,23643.32,20219.96,23698.01,119750.49,9557,392,7521,22567,2107,44470.59,18428.53,50071.84,11453.63,23643.32,20219.96,23749.51,2514.93,67.11850366,69.77492474,78.74512058,72.41240923,98.01995157,163.5781707,115.5099367,122.4355496,162.8913759,120.8278782,119.7336543,134.778162,91.76568213
2023,18,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,121386,386,163376,8635,18196,27175,14570,30778,6334,21721,17815,22533,1158,121386,3474,163376,41053,18196,27175,14570,30778,6334,21721,17815,22533,104075,97943,554.4444,62170,10649.6883,13096,67916,12974,36951,6302,17395.83,19373,15397.5,1103.005,97943,4990,62170,49195,13096,67916,12974,36951,6302,17395.83,19373,15397.5,106170,214880,7007,159203,56027.62,24346,101351.19,27303.48,64782.69,11512.34,27614.68,38589.22,32897.59,180570.24,44410,974,33202,15284,6116,101626.19,25613.48,64782.69,11677.34,27614.68,38589.22,32978.59,13993.898,63.94799991,58.15800485,75.39084823,67.79738547,96.63218393,153.3446515,115.1911295,121.7973608,159.6589668,125.3208174,118.3782139,135.1267494,92.73594015
2023,19,CPFT BKK,BKK,266194,0,94105,12710,22431,18544.5,10946,14636,9724,18067,6540,9346,2803,266194,0,94105,26019.3,22431,18544.5,10946,14636,9724,18067,6540,9346,333014.999,60459,16755,35321,12977.0211,14817,15829.8,10261,12319,10087,10558.5,4560.75,8605.3,4110.1664,60459,16755,35321,27788.9,14817,15829.8,10261,12319,10087,10558.5,4560.75,8605.3,503115,112348,16710,55039,50034.8,21447,21742.89,7992.78,21125.27,15800.39,12916.55,6232.82,12992.51,771943.34,31384,16710,17577,18833,13507,24194.59,6290.78,21128.27,17158.39,12000.55,6286.82,13237.91,7446.7591,68.53501246,39.75,81.8759714,56.37742691,82.12928568,180.2023218,122.5959553,114.2088788,188.9800638,117.3728194,107.3587943,136.7416742,83.68891861
2023,19,CPFT ภาคเหนือบน,UPPER NORTH,44565,1609,38764,8647,10278,11075,2225,14915,2652,5043,6740,3294,2290,44565,3178.45,38764,62590.15,10278,11075,2225,14915,2652,5043,6740,3294,242370,69138,2330.5704,25858,8702.4239,7749,18120,2685,17429,3021,4329,9397,3794,2600.5544,69138,4411.3,25858,71298.24,7749,18120,2685,17429,3021,4329,9397,3794,276409,97597,5700.4,56152,119120.39,19800,25631.73,5131.73,31382.35,5610.9,8589.8,17226.26,7103.01,466149.5,32075,4248,14605,16019,6711,26326.73,3036.82,31382.35,6005.9,8589.8,17226.26,7113.01,12519.1,65.38762708,86.07584029,73.56834271,58.2089717,91.63816515,150.3052221,123.315227,116.3217834,167.9057816,129.6909684,111.4162836,126.7719798,92.91581977
2023,19,CPFT ภาคเหนือล่าง,LOWER NORTH,47556,134,73947,12884,9908,11008,1855,10758,2359,6566,9218,6290,1451,47556,1206,73947,100082.8,9908,11008,1855,10758,2359,6566,9218,6290,161559.9991,33183,307,28776,6776.8572,5487,16710.37,1885,15977.87,2745,5416,9895.06,6897,1634.0306,33183,1707,28776,52522,5487,16710.37,1885,15977.87,2745,5416,9895.06,6897,183700,58205,2452.3,55459,89941.79,10412,29655.17,3642.98,26419.99,4425.88,9536.13,18496.04,11111.51,288719.51,13309,439,14189,13035,4996,30455.17,2776.38,26419.99,4900.88,8796.74,18496.04,11196.51,3146,64.95422747,58.10360886,75.55742603,66.05574172,87.44290338,169.495574,115.7866582,114.9632487,171.1324528,142.9679535,114.5410753,123.2462852,88.28117487
2023,19,CPFT ภาคใต้,SOUTH,182437,0,11670,105215.5,2657,20005,6666,11502,8435,12889,7491,7145,3953.9996,182437,0,11670,429287.85,2657,20005,6666,11502,8435,12889,7491,7145,301369.952,21155,0,14796,79605.8691,5086,22104,7115,10926,9903,8531,6625,4866,3033.4301,21155,0,14796,380492.8,5086,22104,7115,10926,9903,8531,6625,4866,265805,30852,47.75,19501,517646.16,6674,39208.07,13401,20015.57,15907.42,13987.46,13243.55,8082.05,424715.77,9258,30,4697,126056,2776,40818.07,8089,20025.57,16618.42,13987.46,13243.55,9146.05,5947,69.51895663,84.25005236,75.38310292,61.34020498,88.08398861,172.8634279,122.2659749,120.6977373,159.4744597,157.9616821,118.7436329,143.0690543,94.06372448
2023,19,CPFT ภาคกลาง ตะวันตก,WEST,94954,929,83511,10454,10507,12357,7940,13203,3158,6433,4857,9227,1604.9892,94954,8361,83511,34632.4,10507,12357,7940,13203,3158,6433,4857,9227,180493.824,40357,1536,42160,9216.193,6599,19597.93,8588,12310.78,3236.91,6928.41,4599.83,6895.47,1535.63675,40357,13070.2,42160,25380.9,6599,19597.93,8588,12310.78,3236.91,6928.41,4599.83,6895.47,171787.35,80902,19444.7,78959,54018.5,11161,32863.69,20723.47,30009.54,8670.65,17700.38,12647.99,14837.48,310777.13,16458,2845,25715,20493,4509,34585.69,19125.47,30009.54,9629.65,17272.38,12647.99,14904.48,13815.25,64.05479259,49.806375,71.9191084,56.46983015,83.08211899,172.9081743,115.8091719,114.6807975,168.0860328,129.941873,114.0055274,131.800673,90.40827238
2023,19,CPFT ภาคตะวันออก,EAST,45942,0,68977,15747,19849,14252,11059,15507,4936,12300,7935,6738,2848,45942,0,68977,100373,19849,14252,11059,15507,4936,12300,7935,6738,316709.9894,34659,0,34733,14083.4552,11832,14837,8847,12484,3688.2,8790.8,6338.3,4813.5,2886.2092,34659,0,34733,81822.7,11832,14837,8847,12484,3688.2,8790.8,6338.3,4813.5,326405,71486,0,66416,133877.9,17710,30203.61,13539.47,23263.4,6897.4,13775.02,12190.17,10477.75,536719.21,14578,0,13760,25009,3966,31683.61,10885.47,23263.4,7651.4,12991.12,12200.17,10556.25,6169.9284,65.06715804,0,78.21715204,60.22884509,94.82292942,173.4281677,115.2264431,114.2582099,169.669445,142.4620944,114.6557554,134.6625487,88.16985574
2023,19,CPFT ภาคอีสานบน,UPPER NORTHEAST,27265,4,31348,19938,11609,14090,8600,23805,4644,12625,8995,11050,573,27265,36,31348,107025.19,11609,14090,8600,23805,4644,12625,8995,11050,50800,17268,531,8612,10344.4026,3024,17590,8552,22460,5026,12089,9001,11156,607.2738,17268,3179,8612,51162.4,3024,17590,8552,22460,5026,12089,9001,11156,57050,36338,2249.3,18530,90129.75,6367,42792.69,17537.88,45175.92,10837.54,20854.26,18575.39,22495.36,106522.42,7684,567,4090,18683,1517,43172.69,17499.81,45175.92,11172.54,20854.26,18575.39,22535.36,1919.54,68.92058479,63.85599964,83.69756989,73.50392673,100.012769,158.0253436,111.0413402,117.0842867,157.2662191,121.2295512,114.1574325,127.8982732,88.90171018
2023,19,CPFT ภาคอีสานล่าง,LOWER NORTHEAST,124639,344,124657,10795,14952,29986,14525,30001,7108,16865,18475,18932,1147,124639,3096,124657,47917,14952,29986,14525,30001,7108,16865,18475,18932,103025,102438,578,47933,10141.0616,12875,69585,14648,35706,6605,16168,22623,17002,1150.6635,102438,5202,47933,45781.6,12875,69585,14648,35706,6605,16168,22623,17002,110525,199678,8567,104674,60298.17,21110,122876.29,26402.39,70065.36,11087.79,28142.39,39663.76,31529.41,174758.97,42137,1171,21998,15391,5356,123146.29,25176.39,70065.36,11379.29,28142.39,39663.76,31704.41,10585.5,65.79523323,58.15186997,79.39762568,68.75848471,98.1131459,146.6483058,110.5994207,116.9033755,154.0166949,125.1886222,113.0538111,127.8716659,90.05406647
2023,20,CPFT BKK,BKK,108610,0,63113,13418,15426,18192,11654,15810,12327,14088,6780,8234,3171,108610,0,63113,28610.6,15426,18192,11654,15810,12327,14088,6780,8234,377625.0001,77513,23935,34654,14148.4981,11808,43840.35,8420,12560,13876.5,11512.5,5699.75,9730,4172.1691,77513,23935,34654,31704.2,11808,43840.35,8420,12560,13876.5,11512.5,5699.75,9730,539954,123277,40645,51532,49649.9,21061,49809.28,8675.1,20529.63,21342.22,14513.55,6040.74,15206.59,807581.49,37177,40645,18871,17904,13531,52470.88,6600.1,20535.63,22840.72,13189.55,6115.74,15898.79,7853.6887,68.03893492,39.75,81.35810855,59.01714263,82.6599492,150.4832529,116.2839356,115.3171591,186.5050295,116.2822928,112.8227469,128.4575766,81.8288915
2023,20,CPFT ภาคเหนือบน,UPPER NORTH,36642,1412,36407,8258,8809,11358,2485,16535,2997,4535,8285,3541,2347,36642,3095.2,36407,66595.98,8809,11358,2485,16535,2997,4535,8285,3541,247940,51880,2560.2145,35515,9900.9714,8451,19036,2450,19060.8,3403,4361,10607,4191.5,2645.5233,51880,4663.35,35515,72586,8451,19036,2450,19060.8,3403,4361,10607,4191.5,281670,118127,5723.3,60602,129042.34,15946,29900.38,4852.71,30525.5,5687.68,8158.51,18322.34,7155.35,451284.96,41919,4547,16240,17632,3740,31110.38,2875.32,30525.5,6137.68,8158.51,18322.34,7183.85,13406.6,65.65504745,87.57080356,74.60907033,57.32631615,90.73502069,144.6172965,121.906714,113.5492464,165.7542794,126.446557,107.9681504,119.8844068,90.96109638
2023,20,CPFT ภาคเหนือล่าง,LOWER NORTH,34996,150,29271,10821,6543,12457,1620,9821,2019,5150,7979,4749,1414,34996,1350,29271,82390.5,6543,12457,1620,9821,2019,5150,7979,4749,158029.9992,40417,160,21078,9223.25,3512,19188.63,2050,16792.91,2915.5,5328,7586.88,7327,1606.4074,40417,1405.1,21078,59907,3512,19188.63,2050,16792.91,2915.5,5328,7586.88,7327,180855,72704,2502.4,45345,100912.2,8184,34992.44,3909.58,31041.18,5153.08,10186.22,17427.83,13262.15,297616.92,18088,425,12837,15540,4440,35962.44,3027.14,31041.18,5668.08,9328.69,17427.83,13322.15,3241,64.80975586,57.24652733,74.82199603,63.96319404,86.98254521,163.4545213,110.9024115,109.4138403,164.5173256,139.8060183,112.0103295,117.5966778,86.91264939
2023,20,CPFT ภาคใต้,SOUTH,13975,0,7858,79116,1928,17999,7358,12165,7668,10206,7803,5334,2699.9996,13975,0,7858,360700.6,1928,17999,7358,12165,7668,10206,7803,5334,239004.952,204864,0,5846,97179.1209,1269,22341.8,7826,14335,9064,7257,7114,5573,3150.8512,204864,0,5846,339973,1269,22341.8,7826,14335,9064,7257,7114,5573,280580,221830,0,19269,531792.08,5980,38264.37,14710,23577.36,15872.94,13064.06,13275.19,9131.88,434088.88,104318,0,4623,115615.5457,2498,39732.57,8726,23577.36,16678.94,13064.06,13275.19,10085.88,6135,64.8578007,0,73.92342156,63.04280643,88.71500836,167.9801335,118.806777,117.6695851,156.992479,156.4776746,116.4239683,134.4371488,91.97680549
2023,20,CPFT ภาคกลาง ตะวันตก,WEST,65811,1256,75905,13622,13217,13004,8641,15471,4016,7216,5851,10915,1391.9904,65811,11304,75905,33347,13217,13004,8641,15471,4016,7216,5851,10915,155113.992,42109,907,43202,8625.2884,6293,17475.62,7869,14137.88,2390.13,8060.18,5919.46,9397.49,1733.276,42109,7285.5,43202,22089.1,6293,17475.62,7869,14137.88,2390.13,8060.18,5919.46,9397.49,194521.11,83759,17325.3,78198,44769,12644,36238.32,21088.71,29306.57,7833.73,18770.33,12646.71,16814.75,317558.54,16877,2440,28016,17455,4940,38117.82,19366.71,29306.57,8794.73,18130.33,12646.71,16889.75,13929.43,63.93395754,49.31604878,71.54986074,57.60464831,84.37325372,165.2925762,113.6154359,113.2181958,168.0839677,128.3711325,112.3796885,123.200072,88.77308096
2023,20,CPFT ภาคตะวันออก,EAST,38571,0,39628,14549,14858,15086,9986,13588,4831,11748,6685,5921,2845,38571,0,39628,86920.9,14858,15086,9986,13588,4831,11748,6685,5921,318474.9923,45454,0,47186,13444.9279,8786,15794.5,9580,12035,3523.7,7906.2,6904.3,5658.8,2948.6847,45454,0,47186,75689.5,8786,15794.5,9580,12035,3523.7,7906.2,6904.3,5658.8,335405,79766,0,80955,130994.1,16427,27586.86,13815.99,24051.27,6256.79,13690.43,13485.95,11259.59,557710.82,16171,0,16731,24492.85,3801,29129.86,11115.99,24051.27,7088.79,12903.63,13485.95,11357.59,7986.8005,64.59308189,0,76.23308616,60.78824703,95.16406404,171.372266,111.0355248,111.8409602,168.7482751,144.682793,111.9418202,124.5173563,86.46637836
2023,20,CPFT ภาคอีสานบน,UPPER NORTHEAST,18740,4,12578,12842,5548,22777,8420,20820,5275,11550,8245,10909,563,18740,36,12578,66731.36,5548,22777,8420,20820,5275,11550,8245,10909,49375,27494,330,12489,11217.3498,6381,32782,10691,26333,4764,14073,10254,13216,677.26225,27494,330,12489,54770.95,6381,32782,10691,26333,4764,14073,10254,13216,65360,44559,2381.49,20716.28,80084.64,8826,49862.18,19038.23,48405.24,10472.16,22124.56,19782.08,25097.24,103657.21,9285,614,4511,17391,4227,50147.18,18984.02,48405.24,10796.66,22124.56,19782.08,25122.24,2801.47,68.20185731,63.46475946,82.07701865,72.90766519,93.00552459,151.1812408,107.3517596,114.9639438,156.1777608,116.8746371,112.0092286,121.369916,87.4490281
